"ASV","log2FoldChange","deseq_pvalue","deseq_padj","wilcox_pvalue","wilcox_padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV351",10.8601658031634,1.65225135511168e-26,5.17705424601659e-25,1.02689156151545e-05,0.000240219275997365,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma_fuscescens"
"ASV352",-9.94911173974979,8.42616976364138e-18,8.48635669052453e-17,1.0217071642797e-05,0.000240219275997365,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","Podila_minutissima"
"ASV370",10.6982444877976,1.11430670289575e-24,3.14234490216603e-23,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","Unclassified"
"ASV406",-7.26892755988563,0.000469336601096819,0.00118172251347592,0.00705410240068292,0.0308029138163154,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Crocicreas","Unclassified"
"ASV431",2.90620002769401,0.00521095090382127,0.0103485081329408,0.000362135028704067,0.00295437154009704,"Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis_rosea"
"ASV458",-9.71396033125314,4.45401642435928e-19,5.02413052667727e-18,1.0217071642797e-05,0.000240219275997365,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormia","Unclassified"
"ASV465",-26.3281682470298,4.16885175836086e-33,3.9187206528592e-31,0.00705410240068292,0.0308029138163154,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia_gamsii"
"ASV479",10.1715939237141,1.69109075556315e-22,2.98054745668005e-21,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Knufia_tsunedae"
"ASV492",-10.4669184461638,4.54159184833273e-24,1.06727408435819e-22,1.0217071642797e-05,0.000240219275997365,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","Mrakia_blollopis"
"ASV496",-10.4933290075929,4.67122260661611e-17,4.54236129333015e-16,3.75846071382431e-05,0.000424446856474987,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Unclassified"
"ASV497",10.1495101232624,2.97670190135234e-16,2.7980997872712e-15,3.75846071382431e-05,0.000424446856474987,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unclassified"
"ASV505",10.0356645251475,8.98204653510031e-23,1.80924080207021e-21,1.0217071642797e-05,0.000240219275997365,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Unclassified","Unclassified"
"ASV514",9.95847682876341,1.10158171050086e-15,9.41351643518914e-15,3.75846071382431e-05,0.000424446856474987,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","Marquandomyces_marquandii"
"ASV530",-10.2454578589079,2.46136233599534e-23,5.3392629134668e-22,1.02689156151545e-05,0.000240219275997365,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","Hyaloriaceae_gen_Incertae_sedis","Unclassified"
"ASV550",9.65528264543194,1.38157512102742e-11,9.74010460324329e-11,0.000125308727883931,0.00115601713752077,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Unclassified","Unclassified","Unclassified"
"ASV561",5.71665906763194,2.32953388200971e-06,8.99902129762655e-06,1.8306736618623e-05,0.000363360984399941,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_prunicola"
"ASV584",9.38698273105015,2.97553815519185e-07,1.35338993510339e-06,0.00108433256167357,0.00663773670931015,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_persicinum"
"ASV594",4.77433425722041,0.000231611892223652,0.000622439070825594,1.82242668972004e-05,0.000363360984399941,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Unclassified","Unclassified"
"ASV602",9.58043251085317,8.46287663988727e-20,1.19326560622411e-18,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium_aseptatum"
"ASV606",3.56148987065672,4.07062622670361e-06,1.51041657359265e-05,3.51787478907003e-05,0.000424446856474987,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Unclassified"
"ASV617",-9.84871354011807,5.30973166642147e-12,3.83934443572014e-11,0.000125308727883931,0.00115601713752077,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Gallinipes","Unclassified"
"ASV640",-7.11928558955267,2.88612762651065e-09,1.59585880524706e-08,1.41913958889126e-05,0.000299850461523799,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Edenia","Edenia_gomezpompae"
"ASV657",9.42164884865252,9.36390234735166e-20,1.25743831521579e-18,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Unclassified","Unclassified"
"ASV672",-9.85575891865208,1.3114580599999e-09,7.54757495755044e-09,0.000383391726577478,0.00295437154009704,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","Unclassified"
"ASV676",-7.4323697903043,1.29327963841208e-05,4.39403443412298e-05,0.00108047350717373,0.00663773670931015,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_viride"
"ASV678",-9.70507559252382,9.08440640216359e-21,1.50694270906478e-19,1.02689156151545e-05,0.000240219275997365,"Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Urocystidaceae","Urocystis","Urocystis_magica"
"ASV694",9.33762613377301,1.75752461603722e-19,2.25282700782953e-18,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_ledniceana"
"ASV702",9.30117359683467,3.23737892720901e-19,3.96930807596931e-18,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_crusticola"
"ASV718",-8.08440734570019,4.56466852970271e-08,2.34043004613848e-07,0.000232007120079584,0.00208170772126202,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified"
"ASV720",9.3598728034935,8.22499475781702e-19,8.92095585270923e-18,1.02689156151545e-05,0.000240219275997365,"Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Unclassified"
"ASV770",9.10148289158994,3.60122142077717e-18,3.76127570614504e-17,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Glarea","Glarea_lozoyensis"
"ASV784",-9.52286308300929,8.37839922062965e-10,4.92230954211992e-09,0.000124779577494758,0.00115601713752077,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Stromatinia","Stromatinia_cepivora"
"ASV785",9.14962538120727,3.4783355361148e-19,4.08704425493488e-18,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Unclassified","Unclassified","Unclassified"
"ASV805",-1.36644356738095,0.00281354585507318,0.00610323023946643,0.00200043455006343,0.0119116784571959,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Unclassified"
"ASV852",-9.19185324132697,2.08752629088521e-06,8.17614463930042e-06,0.00285558548609658,0.0141697613135853,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","Hyaloriaceae_gen_Incertae_sedis","Unclassified"
"ASV873",8.7804187918989,3.39509659253943e-10,2.081341824122e-09,0.000125308727883931,0.00115601713752077,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","Unclassified"
"ASV880",8.83507613182014,4.48765025222955e-16,4.08231410041527e-15,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophoraceae_gen_Incertae_sedis","Unclassified"
"ASV887",-5.06769242590665,3.51073891456477e-08,1.86797806397597e-07,2.90090275268226e-05,0.000424446856474987,"Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Unclassified"
"ASV890",6.00219356355213,7.3492394384506e-07,3.0932619726016e-06,1.41913958889126e-05,0.000299850461523799,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Murispora","Unclassified"
"ASV911",-8.90894132195626,3.96934488858656e-06,1.49247367810855e-05,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Trichosporiella","Trichosporiella_multisporum"
"ASV934",8.43659609287496,1.63131733658376e-11,1.12202802174786e-10,3.75846071382431e-05,0.000424446856474987,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Furcasterigmium","Furcasterigmium_furcatum"
"ASV1014",-8.8567573640536,8.22852983037623e-07,3.41241972377367e-06,0.00108433256167357,0.00663773670931015,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Spooneromyces","Spooneromyces_laeticolor"
"ASV1049",8.33646019921871,8.0772341320751e-08,3.99610530744768e-07,0.000381907149960375,0.00295437154009704,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Chalastospora","Chalastospora_gossypii"
"ASV1115",8.36752927168754,1.03873548166535e-10,6.81217222859602e-10,3.68947377147112e-05,0.000424446856474987,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","Lophiostoma_scrophulariicola"
"ASV1117",8.1719952424247,1.1817029439926e-07,5.74552121044677e-07,0.000383391726577478,0.00295437154009704,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Unclassified"
"ASV1152",-8.41025353634921,1.37651258651783e-06,5.62574709272506e-06,0.00108433256167357,0.00663773670931015,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","Powellomyces_hirtus"
"ASV1171",8.32824977984253,2.94482738785395e-10,1.84542516305514e-09,3.75846071382431e-05,0.000424446856474987,"Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","Unclassified"
"ASV1187",3.86669305818405,0.000586610220872302,0.00143847028074773,2.19527191240001e-05,0.000406412545503824,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Unclassified"
"ASV1258",-8.24709252531555,1.63467004314907e-06,6.49263312912728e-06,0.00108433256167357,0.00663773670931015,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_chlamydosporigena"
"ASV1283",-8.14753519008468,1.65486433154955e-05,5.36404300571234e-05,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Unclassified"
"ASV1296",8.01767849337234,1.27437176774416e-10,8.16756451145122e-10,3.75846071382431e-05,0.000424446856474987,"Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Rhizophydiales_gen_Incertae_sedis","Unclassified"
"ASV1301",7.99226467612849,7.25538754364938e-13,5.52978185759223e-12,1.02689156151545e-05,0.000240219275997365,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Unclassified"
"ASV1327",3.54846071977171,3.51705229259875e-05,0.000110200971834761,3.15936425142143e-05,0.000424446856474987,"Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus_arrhizus"
"ASV1354",7.81475360429174,4.20564195275896e-07,1.88252544552068e-06,0.000383391726577478,0.00295437154009704,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Unclassified"
"ASV1357",7.99075652522661,8.22919561399637e-06,2.8649792137617e-05,0.00108433256167357,0.00663773670931015,"Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Unclassified"
"ASV1430",7.64096225204901,3.79134728835535e-10,2.27480837301321e-09,3.74112021791021e-05,0.000424446856474987,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Unclassified"
"ASV1458",-3.73652753506157,0.0114294433489516,0.0210660328392441,0.000860575920269184,0.00640542304291268,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_terricola"
"ASV1462",7.59558753517732,6.40073057941175e-07,2.7348576112032e-06,0.000381907149960375,0.00295437154009704,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Unclassified","Unclassified"
"ASV1466",7.77906985963235,7.17579202785427e-06,2.52946668981863e-05,0.00108433256167357,0.00663773670931015,"Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Unclassified"
"ASV1476",-7.89745802240136,1.18206258936688e-13,9.25949028337386e-13,1.02689156151545e-05,0.000240219275997365,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Unclassified"
"ASV1503",7.58879305626025,6.07815103305015e-08,3.06078319878597e-07,0.000125308727883931,0.00115601713752077,"Fungi","Basidiomycota","Basidiomycota_cls_Incertae_sedis","Basidiomycota_ord_Incertae_sedis","Basidiomycota_fam_Incertae_sedis","Basidiomycota_gen_Incertae_sedis","Unclassified"
"ASV1551",-7.93559835517308,0.000145389830850933,0.000427082628124616,0.00705410240068292,0.0308029138163154,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Gallinipes","Unclassified"
"ASV1553",-8.00182225762639,0.00018592770125275,0.000514035409345839,0.00705410240068292,0.0308029138163154,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","Hyaloriaceae_gen_Incertae_sedis","Unclassified"
"ASV1624",7.39986278603006,0.000353967997211363,0.000915770414803709,0.00705410240068292,0.0308029138163154,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus_leucothites"
"ASV1631",-7.56970086811632,0.000239223621168134,0.000636425105371828,0.00705410240068292,0.0308029138163154,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Unclassified","Unclassified"
"ASV1688",6.18677578422278,0.000857313042630795,0.00198406522775273,0.0028462183361433,0.0141697613135853,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_fimeti"
"ASV1689",-7.6448160684655,4.87398221865043e-05,0.000146219466559513,0.0028462183361433,0.0141697613135853,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","Unclassified"
"ASV1724",-7.50243030574928,1.31843783103528e-07,6.30168590427031e-07,0.000124779577494758,0.00115601713752077,"Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Chrysozymaceae_gen_Incertae_sedis","Unclassified"
"ASV1739",-7.51122810986838,2.18432200210846e-12,1.62099685419628e-11,1.0217071642797e-05,0.000240219275997365,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified"
"ASV1776",7.2809844522836,1.59146150608679e-07,7.47986907860791e-07,0.000124779577494758,0.00115601713752077,"Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces","Unclassified"
"ASV1809",7.01216527439934,3.07616438413982e-05,9.85770859462987e-05,0.00108047350717373,0.00663773670931015,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","Unclassified"
"ASV1820",7.27271142306686,0.000160233623361958,0.000461080426408898,0.00285558548609658,0.0141697613135853,"Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Unclassified"
"ASV1825",6.9425971311254,0.000179892587969681,0.000502274354529209,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","Unclassified"
"ASV1861",3.28136272512486,0.0117529728712532,0.0215216775954117,0.000603125477069808,0.00454077226989338,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium_anisopliae"
"ASV1961",7.24816057747751,0.000154356990002168,0.000448749187428982,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Idriella","Unclassified"
"ASV2085",-7.0558347236655,0.000578173989068943,0.00143847028074773,0.00703269694057478,0.0308029138163154,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","Unclassified"
"ASV2154",6.55641957509981,0.00126449506588419,0.00283006038555032,0.00705410240068292,0.0308029138163154,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica"
"ASV2188",6.40148764768548,4.45142114748517e-05,0.000134978576730195,0.000381907149960375,0.00295437154009704,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_eremophila"
"ASV2199",-6.93356735070337,5.91263819511201e-07,2.56738113679306e-06,0.00012425210587284,0.00115601713752077,"Fungi","Chytridiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV2220",6.57026521496543,4.30235409219018e-08,2.24678491481043e-07,3.75846071382431e-05,0.000424446856474987,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Nidulariaceae","Cyathus","Cyathus_olla"
"ASV2232",-6.91941778763129,1.27005075053045e-08,6.88758291633822e-08,3.74112021791021e-05,0.000424446856474987,"Fungi","Chytridiomycota","Chytridiomycota_cls_Incertae_sedis","Chytridiomycota_ord_Incertae_sedis","Chytridiomycota_fam_Incertae_sedis","Chytridiomycota_gen_Incertae_sedis","Unclassified"
"ASV2282",-6.81052426849925,0.000231759228498891,0.000622439070825594,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces_ucrainicus"
"ASV2296",-6.70069661633251,0.00098600259852762,0.00226059132345357,0.00703269694057478,0.0308029138163154,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Gamsia","Gamsia_simplex"
"ASV2301",-6.69529322680842,1.48390499420375e-05,4.86582800424952e-05,0.000383391726577478,0.00295437154009704,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Unclassified"
"ASV2314",6.11417214039342,0.000814030534713663,0.00192904714948952,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans"
"ASV2357",6.23057227156024,0.00065559933653194,0.00159378459398282,0.00285558548609658,0.0141697613135853,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae"
"ASV2421",6.24076070077675,0.000169507755189549,0.000478011869634528,0.00108433256167357,0.00663773670931015,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Agrocybe","Agrocybe_pediades"
"ASV2439",-6.68700217783826,7.5627093059551e-05,0.000224493055187299,0.00108433256167357,0.00663773670931015,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces_onychis"
"ASV2469",6.32318967320511,2.49051011616535e-07,1.15135057829284e-06,3.74112021791021e-05,0.000424446856474987,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium_pinicola"
"ASV2510",6.55957937260261,0.000254396154514485,0.000669864864112352,0.00107662360000401,0.00663773670931015,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Unclassified"
"ASV2540",6.1664373982406,0.000785310796243561,0.00187675969949732,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Unclassified"
"ASV2541",6.11723767518019,0.00120202525141288,0.00271176896718746,0.00285558548609658,0.0141697613135853,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Arrhenia","Unclassified"
"ASV2558",6.24212242562743,0.000741465361354247,0.00178712164018716,0.0028462183361433,0.0141697613135853,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Deconica","Deconica_crobula"
"ASV2603",-6.47298154369184,2.37302467582475e-06,9.04314808895376e-06,0.000123726309737968,0.00115601713752077,"Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_intermedium"
"ASV2623",6.16124685369325,0.000256543990511113,0.000669864864112352,0.00107662360000401,0.00663773670931015,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Unclassified"
"ASV2632",6.21159775986373,0.000214733845667253,0.000587912082312285,0.00108047350717373,0.00663773670931015,"Fungi","Basidiomycota","Basidiomycota_cls_Incertae_sedis","Basidiomycota_ord_Incertae_sedis","Basidiomycota_fam_Incertae_sedis","Basidiomycota_gen_Incertae_sedis","Unclassified"
"ASV2646",6.24849641595581,4.06841851636418e-05,0.000124705871914641,0.000381907149960375,0.00295437154009704,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Unclassified"
"ASV2647",5.88739064265381,0.0032830810760021,0.00690917062263129,0.00703269694057478,0.0308029138163154,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium_macerans"
"ASV2684",-6.32072750464761,4.69564239670556e-06,1.71970279983242e-05,0.000124779577494758,0.00115601713752077,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Mycoarthris","Unclassified"
